WigleWifi-1.4,appRelease=2.25,model=GT-N7100,release=4.4.2,device=t03g,display=Android Revolution HD 31.0 by mike1986,board=smdk4x12,brand=samsung,,,
00:1e:42:14:8b:be,TAMAR WIFI,[WPA2-PSK-CCMP][ESS],03/11/2017 18:53:08,4,-95,32.26221302,34.89294389,34.92221494,12,WIFI
00:1e:42:14:29:c9,TAMAR WIFI,[WPA2-PSK-CCMP][ESS],03/11/2017 18:53:08,11,-95,32.26221302,34.89294389,34.92221494,12,WIFI
42502_22851_5617101,GOLAN T,HSDPA;il,03/11/2017 18:53:08,0,-77,32.26221302,34.89294389,34.92221494,12,GSM
00:1e:42:14:28:9d,TAMAR WIFI,[WPA2-PSK-CCMP][ESS],03/11/2017 18:53:10,9,-88,32.26268001,34.89301102,33.77949222,16,WIFI
00:1e:42:14:8b:be,TAMAR WIFI,[WPA2-PSK-CCMP][ESS],03/11/2017 18:53:10,4,-86,32.26268001,34.89301102,33.77949222,16,WIFI
00:1e:42:14:29:c9,TAMAR WIFI,[WPA2-PSK-CCMP][ESS],03/11/2017 18:53:10,11,-87,32.26268001,34.89301102,33.77949222,16,WIFI
00:1e:42:14:28:9d,TAMAR WIFI,[WPA2-PSK-CCMP][ESS],03/11/2017 18:53:14,9,-80,32.26361238,34.89316169,33.18618805,24,WIFI
42502_22851_5617101,GOLAN T,HSDPA;il,03/11/2017 18:53:14,0,-81,32.26361238,34.89316169,33.18618805,24,GSM
00:1e:42:14:8b:be,TAMAR WIFI,[WPA2-PSK-CCMP][ESS],03/11/2017 18:53:17,4,-93,32.26433285,34.89327243,34.47765515,16,WIFI
00:0e:f4:de:52:2e,Gizmo4ever,[WPA2-PSK-CCMP][ESS],03/11/2017 18:53:17,1,-94,32.26433285,34.89327243,34.47765515,16,WIFI
a4:2b:b0:e0:2e:a1,Keren-Paz-AP,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],03/11/2017 18:53:20,10,-92,32.26509009,34.89339278,34.90537006,16,WIFI
42502_22851_5617101,GOLAN T,HSDPA;il,03/11/2017 18:53:20,0,-79,32.26509009,34.89339278,34.90537006,16,GSM
42502_22851_5617101,GOLAN T,HSDPA;il,03/11/2017 18:53:23,0,-73,32.26583493,34.89352479,35.18335063,12,GSM
88:1f:a1:36:66:84,SHERF family,[WPA2-PSK-CCMP][ESS],03/11/2017 18:53:26,6,-88,32.26654585,34.89364953,35.38080695,12,WIFI
14:ae:db:54:67:b5,Hanhaga,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],03/11/2017 18:53:26,11,-92,32.26654585,34.89364953,35.38080695,12,WIFI
00:1e:42:14:28:9d,TAMAR WIFI,[WPA2-PSK-CCMP][ESS],03/11/2017 18:53:26,9,-94,32.26654585,34.89364953,35.38080695,12,WIFI
68:72:51:1a:9b:a2,ubnt,[WPA2-PSK-CCMP][ESS],03/11/2017 18:53:29,8,-96,32.26725549,34.89377515,37.29670675,12,WIFI
42502_22851_5617101,GOLAN T,HSDPA;il,03/11/2017 18:53:29,0,-73,32.26725549,34.89377515,37.29670675,12,GSM
42502_22851_5615152,GOLAN T,UNKNOWN;il,03/11/2017 18:53:32,0,-73,32.26797077,34.89389911,40.64466715,12,GSM
00:21:04:8d:78:c2,ofer,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:53:38,6,-95,32.26929066,34.89416405,42.70740869,16,WIFI
42502_22851_5615152,GOLAN T,UNKNOWN;il,03/11/2017 18:53:38,0,-73,32.26929066,34.89416405,42.70740869,16,GSM
42502_22851_5615152,GOLAN T,UNKNOWN;il,03/11/2017 18:53:44,0,-85,32.27045351,34.89438026,42.27679316,16,GSM
dc:9f:db:68:be:25,raanan ap,[ESS],03/11/2017 18:53:47,13,-87,32.27101196,34.89445388,43.55435155,16,WIFI
42502_22851_5611383,GOLAN T,HSDPA;il,03/11/2017 18:53:47,0,-87,32.27101196,34.89445388,43.55435155,16,GSM
42502_22851_5617101,GOLAN T,HSDPA;il,03/11/2017 18:53:50,0,-89,32.27161078,34.89456804,46.01800351,16,GSM
dc:9f:db:68:be:25,raanan ap,[ESS],03/11/2017 18:53:53,13,-95,32.27223576,34.89469335,46.75115812,32,WIFI
42502_22851_5617101,GOLAN T,HSDPA;il,03/11/2017 18:53:56,0,-85,32.27289868,34.89482328,49.27876948,24,GSM
dc:9f:db:68:be:25,raanan ap,[ESS],03/11/2017 18:53:59,13,-89,32.27351367,34.89493992,51.79231552,16,WIFI
32:07:4d:06:2a:2a,AndroidAP,[WPA2-PSK-CCMP][ESS][SEC80],03/11/2017 18:54:02,11,-97,32.27415232,34.89505485,53.82273,16,WIFI
42502_22851_5615151,GOLAN T,UNKNOWN;il,03/11/2017 18:54:02,0,-85,32.27415232,34.89505485,53.82273,16,GSM
08:3e:5d:61:5f:cd,Simona,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:54:08,6,-96,32.27542238,34.89528084,54.48316811,12,WIFI
42502_22851_5615151,GOLAN T,UNKNOWN;il,03/11/2017 18:54:08,0,-87,32.27542238,34.89528084,54.48316811,12,GSM
08:6a:0a:22:0f:44,HOTBOX-0F3E,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:54:11,1,-92,32.27607337,34.89537896,56.04632126,16,WIFI
42502_22851_5611903,GOLAN T,HSDPA;il,03/11/2017 18:54:14,0,-87,32.27673764,34.89549009,57.47216733,16,GSM
42502_22851_5612872,GOLAN T,HSDPA;il,03/11/2017 18:54:20,0,-91,32.27816175,34.89577575,57.43980961,16,GSM
44:d1:fa:07:6d:5d,Arda_Factory_WIFI,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:54:26,7,-93,32.27957728,34.89605879,59.20812423,8,WIFI
be:30:7d:bb:11:d0,hoshen-pm,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:54:26,6,-94,32.27957728,34.89605879,59.20812423,8,WIFI
42502_22851_5612872,GOLAN T,HSDPA;il,03/11/2017 18:54:26,0,-85,32.27957728,34.89605879,59.20812423,8,GSM
42502_22851_5612872,GOLAN T,HSDPA;il,03/11/2017 18:54:29,0,-77,32.28025712,34.89616856,61.84992743,24,GSM
42502_22851_5612872,GOLAN T,HSDPA;il,03/11/2017 18:54:34,0,-79,32.28136368,34.89634542,64.40154271,12,GSM
2e:f0:a2:ac:30:a2,eran's phone??,[WPA2-PSK-CCMP][ESS],03/11/2017 18:54:40,6,-94,32.28267006,34.89659534,59.41347505,24,WIFI
42502_22851_5612872,GOLAN T,HSDPA;il,03/11/2017 18:54:40,0,-81,32.28267006,34.89659534,59.41347505,24,GSM
14:9d:09:80:13:71,HUAWEI-1371,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 18:54:43,6,-82,32.28331709,34.89673788,52.18893208,24,WIFI
58:70:c6:02:a7:90,YICarCam_02a790,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 18:54:43,5,-84,32.28331709,34.89673788,52.18893208,24,WIFI
42502_22851_5612872,GOLAN T,HSDPA;il,03/11/2017 18:54:43,0,-75,32.28331709,34.89673788,52.18893208,24,GSM
14:9d:09:80:13:71,HUAWEI-1371,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 18:54:49,6,-86,32.28456764,34.89698168,45.61680003,24,WIFI
42502_22851_5612872,GOLAN T,HSDPA;il,03/11/2017 18:54:49,0,-85,32.28456764,34.89698168,45.61680003,24,GSM
02:21:b1:15:01:15,TF-WIFI_392762,[IBSS],03/11/2017 18:54:55,1,-94,32.28588536,34.89719752,55.06672165,32,WIFI
42502_22851_5612872,GOLAN T,HSDPA;il,03/11/2017 18:54:55,0,-89,32.28588536,34.89719752,55.06672165,32,GSM
14:ae:db:48:bc:ed,tamara,[WPA2-PSK-CCMP][ESS],03/11/2017 18:54:58,9,-91,32.28658378,34.89731911,61.41798987,12,WIFI
06:ae:db:48:bc:ed,BezeqFree,[WPA2-PSK-CCMP][ESS],03/11/2017 18:54:58,9,-94,32.28658378,34.89731911,61.41798987,12,WIFI
42502_22851_5617101,GOLAN T,HSDPA;il,03/11/2017 18:54:58,0,-89,32.28658378,34.89731911,61.41798987,12,GSM
ac:cf:23:48:b7:ff,SunT-88,[WPA2-PSK-CCMP][ESS],03/11/2017 18:55:04,1,-95,32.28803898,34.89758016,66.02383144,12,WIFI
e8:cc:18:ee:69:c1,Bezeq-N_ee69c0,[ESS],03/11/2017 18:55:04,6,-95,32.28803898,34.89758016,66.02383144,12,WIFI
42502_22851_5617101,GOLAN T,HSDPA;il,03/11/2017 18:55:04,0,-93,32.28803898,34.89758016,66.02383144,12,GSM
42502_22851_5612871,GOLAN T,HSDPA;il,03/11/2017 18:55:10,0,-97,32.289557,34.89786231,61.22186643,12,GSM
42502_22851_5612871,GOLAN T,HSDPA;il,03/11/2017 18:55:16,0,-97,32.29105738,34.89816247,59.33209463,12,GSM
42502_22851_5612871,GOLAN T,HSDPA;il,03/11/2017 18:55:22,0,-97,32.29255417,34.89841794,57.37485143,16,GSM
4e:66:41:41:b9:cc,AndroidAP,[WPA2-PSK-CCMP][ESS][SEC80],03/11/2017 18:55:27,10,-89,32.29382902,34.89868278,53.33433782,16,WIFI
42502_22851_4042559,GOLAN T,HSDPA;il,03/11/2017 18:55:27,0,-97,32.29382902,34.89868278,53.33433782,16,GSM
42502_33611_4042559,GOLAN T,HSDPA;il,03/11/2017 18:55:30,0,-97,32.29460335,34.898846,53.90773061,16,GSM
42502_33611_4042559,GOLAN T,HSDPA;il,03/11/2017 18:55:36,0,-95,32.29614795,34.89915355,52.86402388,12,GSM
42502_33611_4042559,GOLAN T,HSDPA;il,03/11/2017 18:55:39,0,-85,32.29695563,34.89931373,54.19245405,24,GSM
42502_33611_4042559,GOLAN T,HSDPA;il,03/11/2017 18:55:42,0,-79,32.29775514,34.89946142,53.58375428,16,GSM
42502_33611_4042559,GOLAN T,HSDPA;il,03/11/2017 18:55:48,0,-75,32.29933688,34.89979436,53.34078344,12,GSM
78:d3:8d:f7:d6:26,VAmezuka2.4TEST,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:55:51,7,-95,32.30012144,34.89994276,53.28686223,12,WIFI
58:70:c6:fb:ed:b2,YICarCam_fbedb2,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 18:55:54,7,-82,32.30087743,34.90006465,57.84427118,24,WIFI
42502_33611_4042559,GOLAN T,HSDPA;il,03/11/2017 18:55:54,0,-71,32.30087743,34.90006465,57.84427118,24,GSM
78:d3:8d:f7:d6:26,VAmezuka2.4TEST,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:55:57,7,-90,32.30160718,34.90020355,60.51636183,12,WIFI
42502_33611_4042559,GOLAN T,HSDPA;il,03/11/2017 18:56:00,0,-73,32.30225544,34.90032987,61.06067456,16,GSM
78:d3:8d:f7:d6:26,VAmezuka2.4TEST,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:56:03,7,-95,32.30279596,34.90042217,61.2374345,16,WIFI
42502_33611_4062562,GOLAN T,HSDPA;il,03/11/2017 18:56:03,0,-69,32.30279596,34.90042217,61.2374345,16,GSM
78:d3:8d:f7:d6:26,VAmezuka2.4TEST,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:56:07,7,-90,32.30337739,34.90050977,64.28987325,16,WIFI
42502_33611_4062562,GOLAN T,HSDPA;il,03/11/2017 18:56:13,0,-69,32.30388684,34.90059928,66.55017751,16,GSM
42502_33611_4062560,GOLAN T,HSDPA;il,03/11/2017 18:56:19,0,-67,32.30414486,34.90062683,66.11413679,12,GSM
78:d3:8d:f7:d6:26,VAmezuka2.4TEST,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:56:30,7,-88,32.30532874,34.90082579,68.36407783,16,WIFI
42502_33611_4062560,GOLAN T,HSDPA;il,03/11/2017 18:56:30,0,-65,32.30532874,34.90082579,68.36407783,16,GSM
78:d3:8d:f7:d6:26,VAmezuka2.4TEST,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:56:36,7,-90,32.30633029,34.90101908,64.45732149,12,WIFI
42502_33611_4062560,GOLAN T,HSDPA;il,03/11/2017 18:56:36,0,-65,32.30633029,34.90101908,64.45732149,12,GSM
78:d3:8d:f7:d6:26,VAmezuka2.4TEST,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:56:39,7,-84,32.30689953,34.90114059,61.19659413,12,WIFI
08:97:58:33:45:1a,wifi in car-0889,[WPA-PSK-CCMP][WPS][ESS],03/11/2017 18:56:39,2,-90,32.30689953,34.90114059,61.19659413,12,WIFI
78:d3:8d:f7:d6:26,VAmezuka2.4TEST,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:56:42,7,-72,32.30750336,34.90125464,58.74668812,16,WIFI
42502_33611_4062560,GOLAN T,HSDPA;il,03/11/2017 18:56:42,0,-69,32.30750336,34.90125464,58.74668812,16,GSM
42502_33611_4062563,GOLAN T,HSDPA;il,03/11/2017 18:56:45,0,-69,32.30817606,34.9013803,58.82086301,12,GSM
78:d3:8d:f7:d6:26,VAmezuka2.4TEST,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:56:48,7,-96,32.30886989,34.90151569,61.81943003,16,WIFI
00:18:25:16:6d:10,Nordia1,[WPA2-PSK-CCMP][ESS],03/11/2017 18:56:51,1,-89,32.30958309,34.90166879,62.83992833,12,WIFI
42502_33611_4062563,GOLAN T,HSDPA;il,03/11/2017 18:56:51,0,-69,32.30958309,34.90166879,62.83992833,12,GSM
78:d3:8d:f7:d6:26,VAmezuka2.4TEST,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:56:54,7,-87,32.31030132,34.90179802,61.21863589,12,WIFI
dc:9f:db:32:38:95,DIR1,[WPA2-PSK-TKIP][ESS],03/11/2017 18:56:54,13,-96,32.31030132,34.90179802,61.21863589,12,WIFI
00:18:25:16:6d:10,Nordia1,[WPA2-PSK-CCMP][ESS],03/11/2017 18:56:57,1,-90,32.31106956,34.90193318,60.31638424,12,WIFI
42502_33611_4062563,GOLAN T,HSDPA;il,03/11/2017 18:56:57,0,-69,32.31106956,34.90193318,60.31638424,12,GSM
78:d3:8d:f7:d6:26,VAmezuka2.4TEST,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:57:00,7,-88,32.31184062,34.90208508,57.90454899,16,WIFI
01:0c:cc:00:00:00,GSDEMO,[ESS],03/11/2017 18:57:00,1,-74,32.31184062,34.90208508,57.90454899,16,WIFI
42502_33611_4042557,GOLAN T,HSDPA;il,03/11/2017 18:57:00,0,-71,32.31184062,34.90208508,57.90454899,16,GSM
00:18:25:16:6d:10,Nordia1,[WPA2-PSK-CCMP][ESS],03/11/2017 18:57:03,1,-93,32.31261744,34.90224322,54.02742367,24,WIFI
68:72:51:0c:2b:b3,8to9,[WPA2-PSK-CCMP][ESS],03/11/2017 18:57:03,8,-97,32.31261744,34.90224322,54.02742367,24,WIFI
78:d3:8d:f7:d6:26,VAmezuka2.4TEST,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:57:06,7,-83,32.31338326,34.90239448,52.78337283,12,WIFI
42502_33611_4042557,GOLAN T,HSDPA;il,03/11/2017 18:57:06,0,-73,32.31338326,34.90239448,52.78337283,12,GSM
42502_33611_4042557,GOLAN T,HSDPA;il,03/11/2017 18:57:12,0,-77,32.31481226,34.90267482,58.723528,12,GSM
42502_33611_4042557,GOLAN T,HSDPA;il,03/11/2017 18:57:18,0,-75,32.31625379,34.902947,61.69152477,16,GSM
42502_33611_4042557,GOLAN T,HSDPA;il,03/11/2017 18:57:24,0,-81,32.31776925,34.90323912,64.3149938,12,GSM
68:72:51:1a:4e:cf,4to25,[WPA2-PSK-CCMP][ESS],03/11/2017 18:57:27,11,-85,32.3184836,34.90337275,63.69284634,16,WIFI
00:18:25:16:68:b0,GanotHadar,[WPA2-PSK-CCMP][ESS],03/11/2017 18:57:27,1,-89,32.3184836,34.90337275,63.69284634,16,WIFI
00:18:25:16:68:b0,GanotHadar,[WPA2-PSK-CCMP][ESS],03/11/2017 18:57:30,1,-69,32.31912788,34.90349313,62.81117454,12,WIFI
42502_33611_4042557,GOLAN T,HSDPA;il,03/11/2017 18:57:30,0,-81,32.31912788,34.90349313,62.81117454,12,GSM
68:72:51:1a:4e:cf,4to25,[WPA2-PSK-CCMP][ESS],03/11/2017 18:57:33,11,-85,32.31971458,34.90362419,60.99403435,24,WIFI
00:18:25:16:68:b0,GanotHadar,[WPA2-PSK-CCMP][ESS],03/11/2017 18:57:36,1,-86,32.32034807,34.90374797,59.55798359,24,WIFI
00:18:25:16:64:00,Nordia4,[WPA2-PSK-CCMP][ESS],03/11/2017 18:57:36,1,-91,32.32034807,34.90374797,59.55798359,24,WIFI
42502_33611_4042299,GOLAN T,HSDPA;il,03/11/2017 18:57:36,0,-83,32.32034807,34.90374797,59.55798359,24,GSM
68:72:51:1a:4e:cf,4to25,[WPA2-PSK-CCMP][ESS],03/11/2017 18:57:39,11,-85,32.32099763,34.90390304,59.46505802,16,WIFI
00:18:25:16:68:b0,GanotHadar,[WPA2-PSK-CCMP][ESS],03/11/2017 18:57:39,1,-72,32.32099763,34.90390304,59.46505802,16,WIFI
24:a4:3c:94:c0:8b,,[WPA2-PSK-CCMP][ESS],03/11/2017 18:57:39,9,-95,32.32099763,34.90390304,59.46505802,16,WIFI
08:97:58:33:4e:0c,wifi in car-2034,[WPA-PSK-CCMP][WPS][ESS],03/11/2017 18:57:42,2,-91,32.32160086,34.90405312,56.37835809,16,WIFI
42502_33611_4042299,GOLAN T,HSDPA;il,03/11/2017 18:57:42,0,-77,32.32160086,34.90405312,56.37835809,16,GSM
68:72:51:1a:4e:cf,4to25,[WPA2-PSK-CCMP][ESS],03/11/2017 18:57:45,11,-87,32.32209273,34.90416358,55.26567063,12,WIFI
00:18:25:16:68:b0,GanotHadar,[WPA2-PSK-CCMP][ESS],03/11/2017 18:57:51,1,-89,32.32280238,34.90430254,54.55150203,12,WIFI
42502_33611_4042298,GOLAN T,UNKNOWN;il,03/11/2017 18:57:51,0,-71,32.32280238,34.90430254,54.55150203,12,GSM
58:70:c6:f6:21:e2,YICarCam_f621e2,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 18:57:54,5,-93,32.32298652,34.90433987,53.92140617,12,WIFI
58:70:c6:f7:77:f3,YICarCam_f777f3,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 18:57:54,5,-95,32.32298652,34.90433987,53.92140617,12,WIFI
42502_33611_4042298,GOLAN T,UNKNOWN;il,03/11/2017 18:57:54,0,-65,32.32298652,34.90433987,53.92140617,12,GSM
58:70:c6:f7:77:f3,YICarCam_f777f3,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 18:57:57,5,-90,32.3230414,34.90435127,53.97936171,16,WIFI
42502_33611_4042299,GOLAN T,HSDPA;il,03/11/2017 18:58:02,0,-69,32.3230414,34.90435127,53.9934197,12,GSM
42502_33611_4062301,GOLAN T,HSDPA;il,03/11/2017 18:58:17,0,-69,32.3230414,34.90435127,53.9385498,8,GSM
42502_33611_4062304,GOLAN T,HSDPA;il,03/11/2017 18:58:20,0,-67,32.3230414,34.90435127,53.93660432,6,GSM
42502_33611_4062301,GOLAN T,HSDPA;il,03/11/2017 18:58:25,0,-63,32.3230414,34.90435127,53.91600455,12,GSM
42502_33611_4062301,GOLAN T,HSDPA;il,03/11/2017 18:58:31,0,-57,32.3230414,34.90435127,53.88930859,6,GSM
08:97:58:32:d1:fa,NIPPON_3608,[WPA-PSK-CCMP][WPS][ESS],03/11/2017 18:58:34,3,-98,32.3230414,34.90435127,53.86386666,8,WIFI
08:97:58:32:d1:fa,NIPPON_3608,[WPA-PSK-CCMP][WPS][ESS],03/11/2017 18:58:37,3,-77,32.3230414,34.90435127,53.84197161,4,WIFI
88:83:22:6f:24:38,??????,[WPA2-PSK-CCMP][ESS][SEC80],03/11/2017 18:58:49,6,-91,32.32334629,34.90436791,53.81808157,16,WIFI
88:83:22:6f:24:38,??????,[WPA2-PSK-CCMP][ESS][SEC80],03/11/2017 18:58:51,6,-74,32.32358907,34.904408,54.25397585,16,WIFI
42502_33611_4062301,GOLAN T,HSDPA;il,03/11/2017 18:58:54,0,-57,32.32404647,34.90449065,54.72330702,16,GSM
42502_33611_4062301,GOLAN T,HSDPA;il,03/11/2017 18:59:00,0,-59,32.32517936,34.90466933,54.13578037,12,GSM
00:18:25:16:68:b0,GanotHadar,[WPA2-PSK-CCMP][ESS],03/11/2017 18:59:03,1,-91,32.3258379,34.90477071,53.59963131,16,WIFI
42502_33611_4062300,GOLAN T,UNKNOWN;il,03/11/2017 18:59:06,0,-63,32.32651761,34.90488516,53.17310098,12,GSM
42502_33611_4062300,GOLAN T,UNKNOWN;il,03/11/2017 18:59:12,0,-67,32.32795527,34.9051614,51.23022294,12,GSM
00:18:25:16:68:b0,GanotHadar,[WPA2-PSK-CCMP][ESS],03/11/2017 18:59:15,1,-91,32.32870602,34.90531411,51.73181373,12,WIFI
42502_33611_4062300,GOLAN T,UNKNOWN;il,03/11/2017 18:59:18,0,-69,32.32948247,34.90546132,51.88810919,16,GSM
42502_33611_4062300,GOLAN T,UNKNOWN;il,03/11/2017 18:59:24,0,-71,32.33109531,34.90577983,53.14361187,12,GSM
42502_33611_4042297,GOLAN T,HSDPA;il,03/11/2017 18:59:30,0,-77,32.33270042,34.90607768,54.54142912,8,GSM
00:18:25:17:21:10,kfar yedidia 2,[WPA2-PSK-CCMP][ESS],03/11/2017 18:59:33,1,-91,32.33351084,34.90622865,54.31527174,12,WIFI
42502_33611_4040068,GOLAN T,HSDPA;il,03/11/2017 18:59:36,0,-79,32.33434495,34.90639002,52.11551697,12,GSM
42502_33611_4040068,GOLAN T,HSDPA;il,03/11/2017 18:59:42,0,-83,32.3360513,34.90669811,45.73045983,16,GSM
42502_33611_4040068,GOLAN T,HSDPA;il,03/11/2017 18:59:48,0,-91,32.33771514,34.90703616,43.23774226,12,GSM
42502_33611_4041629,GOLAN T,HSDPA;il,03/11/2017 18:59:54,0,-95,32.33944964,34.9073524,42.53040481,12,GSM
42502_33611_4040068,GOLAN T,HSDPA;il,03/11/2017 18:59:57,0,-93,32.340294,34.90749724,39.79407582,16,GSM
42502_33611_4010074,GOLAN T,HSDPA;il,03/11/2017 19:00:03,0,-87,32.34185993,34.90772829,37.62007371,12,GSM
01:0c:cc:00:00:00,GSDEMO,[ESS],03/11/2017 19:00:06,1,-94,32.34256937,34.90779998,36.81146183,12,WIFI
42502_33611_4010074,GOLAN T,HSDPA;il,03/11/2017 19:00:09,0,-79,32.3432465,34.9078776,36.75531481,16,GSM
00:1d:aa:f2:9a:a0,test,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],03/11/2017 19:00:15,6,-94,32.34421489,34.90799443,36.5792226,24,WIFI
00:1d:aa:0e:e2:40,Rupin-H,[WPA2-PSK-CCMP][ESS],03/11/2017 19:00:15,8,-96,32.34421489,34.90799443,36.5792226,24,WIFI
74:3e:2b:1f:74:7c,inpact,[WPA2-PSK-CCMP][ESS],03/11/2017 19:00:18,36,-89,32.34434564,34.90801093,36.45694807,24,WIFI
42502_33611_4010074,GOLAN T,HSDPA;il,03/11/2017 19:00:18,0,-79,32.34434564,34.90801093,36.45694807,24,GSM
00:1d:aa:0e:e2:40,Rupin-H,[WPA2-PSK-CCMP][ESS],03/11/2017 19:00:22,8,-90,32.3443999,34.90801569,36.18089595,16,WIFI
08:97:58:32:d1:fa,NIPPON_3608,[WPA-PSK-CCMP][WPS][ESS],03/11/2017 19:00:22,3,-93,32.3443999,34.90801569,36.18089595,16,WIFI
74:3e:2b:1f:ac:58,inpact,[WPA2-PSK-CCMP][ESS],03/11/2017 19:00:22,6,-95,32.3443999,34.90801569,36.18089595,16,WIFI
f8:e9:03:0f:80:0b,012-YELLOW,[ESS],03/11/2017 19:00:24,1,-97,32.34440971,34.90801675,36.13400676,24,WIFI
00:1d:aa:da:5e:f8,Rupin-H,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],03/11/2017 19:00:33,1,-93,32.34463625,34.90804351,34.59449333,12,WIFI
42502_33611_4061631,GOLAN T,HSDPA;il,03/11/2017 19:00:33,0,-81,32.34463625,34.90804351,34.59449333,12,GSM
00:1d:aa:0e:e2:40,Rupin-H,[WPA2-PSK-CCMP][ESS],03/11/2017 19:00:36,8,-81,32.3449234,34.90807039,33.63903304,12,WIFI
00:1d:aa:f2:9a:a0,test,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],03/11/2017 19:00:36,6,-76,32.3449234,34.90807039,33.63903304,12,WIFI
00:1d:aa:da:5e:f8,Rupin-H,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],03/11/2017 19:00:36,1,-88,32.3449234,34.90807039,33.63903304,12,WIFI
74:3e:2b:1f:ac:5c,inpact,[WPA2-PSK-CCMP][ESS],03/11/2017 19:00:36,40,-80,32.3449234,34.90807039,33.63903304,12,WIFI
74:3e:2b:1f:74:78,inpact,[WPA2-PSK-CCMP][ESS],03/11/2017 19:00:36,1,-81,32.3449234,34.90807039,33.63903304,12,WIFI
d8:c7:c8:ce:28:30,Aroma B-Zone,[ESS],03/11/2017 19:00:36,11,-90,32.3449234,34.90807039,33.63903304,12,WIFI
74:3e:2b:1f:ac:58,inpact,[WPA2-PSK-CCMP][ESS],03/11/2017 19:00:39,6,-80,32.34530323,34.9081082,32.91431895,12,WIFI
f8:e9:03:0f:80:0b,012-YELLOW,[ESS],03/11/2017 19:00:39,1,-82,32.34530323,34.9081082,32.91431895,12,WIFI
00:1e:42:14:4f:69,Teltonika_Router,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],03/11/2017 19:00:39,8,-90,32.34530323,34.9081082,32.91431895,12,WIFI
74:3e:2b:1f:aa:e8,inpact,[WPA2-PSK-CCMP][ESS],03/11/2017 19:00:39,9,-95,32.34530323,34.9081082,32.91431895,12,WIFI
f8:e9:03:0f:80:0c,012_5.0,[ESS],03/11/2017 19:00:39,60,-85,32.34530323,34.9081082,32.91431895,12,WIFI
06:ae:db:58:66:e5,BezeqFree,[WPA2-PSK-CCMP][ESS],03/11/2017 19:00:42,11,-87,32.34574802,34.90815062,32.74460221,12,WIFI
48:ee:0c:3f:ab:1e,Rupin,[WPA2-PSK-CCMP][ESS],03/11/2017 19:00:42,4,-88,32.34574802,34.90815062,32.74460221,12,WIFI
42502_33611_4061631,GOLAN T,HSDPA;il,03/11/2017 19:00:42,0,-73,32.34574802,34.90815062,32.74460221,12,GSM
00:1d:aa:0e:e2:40,Rupin-H,[WPA2-PSK-CCMP][ESS],03/11/2017 19:00:46,8,-96,32.34645334,34.90823122,32.5200883,12,WIFI
00:18:25:17:1f:d0,kfar yedidia 3,[WPA2-PSK-CCMP][ESS],03/11/2017 19:00:46,1,-91,32.34645334,34.90823122,32.5200883,12,WIFI
